"key","imageKey","no","name","abilities","hp","atk","def","spa","spd","spe","evioliteEligible","point","synergyName","syn_physicalAttacker","syn_specialAttacker","syn_physicalSweeper","syn_specialSweeper","syn_physicalWall","syn_specialWall","syn_setup","types","moves"
"p0752","0752","752","オニシズクモ","すいほう|ちょすい","68","70","92","50","132","42","false","","","","","","","","","","みず|むし","ギガインパクト|のしかかり|からげんき|がむしゃら|はかいこうせん|りんしょう|いびき|はきだす|なかまづくり|たくわえる|ねごと|メロメロ|こらえる|こわいかお|まもる|みがわり|くさわけ|ギガドレイン|アクアブレイク|ダイビング|たきのぼり|ハイドロポンプ|なみのり|みずのはどう|ひやみず|みずびたし|アクアリング|あまごい|とびかかる|シザークロス|きゅうけつ|はいよるいちげき|むしくい|とびつく|むしのさざめき|まとわりつく|ねばねばネット|ワイドガード|どくづき|ふぶき|れいとうビーム|こごえるかぜ|ミラーコート|マジックルーム|ワンダールーム|パワーシェア|ねむる|リフレクター|かみくだく|かみつく|てっぺき"
"p0758","0758","758","エンニュート","ふしょく|どんかん","68","64","60","111","60","117","false","","","","","","","","","","どく|ほのお","ギガインパクト|のしかかり|からげんき|ねこだまし|がむしゃら|はかいこうせん|ハイパーボイス|りんしょう|いびき|てだすけ|あまいかおり|アンコール|ねごと|いばる|こらえる|こわいかお|まもる|みがわり|かなしばり|くさわけ|フレアドライブ|ほのおのムチ|やけっぱち|ほのおのキバ|ニトロチャージ|オーバーヒート|だいもんじ|ねっぷう|かえんほうしゃ|しっとのほのお|おにび|にほんばれ|でんじは|きゅうけつ|はいよるいちげき|アクロバット|ダストシュート|どくづき|クロスポイズン|どくどくのキバ|ゲップ|ヘドロウェーブ|ヘドロばくだん|ベノムショック|アシッドボム|ふしょくガス|どくびし|どくどく|どろかけ|ねむる|こうそくいどう|シャドークロー|ドラゴンクロー|ワイドブレイカー|ドラゴンテール|スケイルショット|りゅうのはどう|ドラゴンエール|りゅうのまい|イカサマ|はたきおとす|どろぼう|しっぺがえし|なげつける|ふくろだたき|わるだくみ|うそなき|ちょうはつ|いちゃもん|アイアンテール"
"p0763","0763","763","アマージョ","リーフガード|じょおうのいげん|スイートベール","72","120","98","50","98","72","false","","","","","","","","","","くさ","ギガインパクト|メガトンキック|からげんき|こうそくスピン|がむしゃら|じたばた|はかいこうせん|りんしょう|いびき|つぼをつく|フラフラダンス|てだすけ|あまいかおり|ねごと|いばる|こらえる|まもる|みがわり|ソーラーブレード|パワーウィップ|はなふぶき|トロピカルキック|タネばくだん|グラススライダー|くさわけ|タネマシンガン|リーフストーム|ソーラービーム|エナジーボール|ギガドレイン|くさむすび|グラスフィールド|こうごうせい|にほんばれ|とんぼがえり|とびはねる|アクロバット|トリプルアクセル|とびひざげり|ローキック|けたぐり|しねんのずつき|ねむる|リフレクター|ひかりのかべ|はたきおとす|しっぺがえし|なげつける|ちょうはつ|じゃれつく|マジカルシャイン|ドレインキッス|アロマミスト|あまえる"
"p0765","0765","765","ヤレユータン","せいしんりょく|テレパシー|きょうせい","90","60","80","90","110","60","false","","","","","","","","","","ノーマル|エスパー","ギガインパクト|とっておき|メガトンキック|のしかかり|からげんき|がむしゃら|はかいこうせん|ハイパーボイス|りんしょう|だいちのはどう|いびき|おさきにどうぞ|あくび|じこあんじ|アンコール|いたみわけ|しんぴのまもり|ねごと|こらえる|こわいかお|まもる|みがわり|くさわけ|エナジーボール|にほんばれ|ひやみず|あまごい|かみなり|10まんボルト|チャージビーム|いわなだれ|じしん|じならし|かわらわり|きあいだま|しねんのずつき|みらいよち|サイコキネシス|ワイドフォース|サイコショック|じんつうりき|サイコノイズ|アシストパワー|さいはい|サイコフィールド|マジックルーム|ワンダールーム|トリックルーム|じゅうりょく|めいそう|ふういん|スキルスワップ|トリック|ねむる|リフレクター|ひかりのかべ|シャドーボール|イカサマ|はたきおとす|しっぺがえし|なげつける|さきおくり|わるだくみ|ちょうはつ"
"p0766","0766","766","ナゲツケサル","レシーバー|まけんき","100","120","90","40","60","80","false","","","","","","","","","","かくとう","ギガインパクト|すてみタックル|あばれる|メガトンキック|のしかかり|からげんき|でんこうせっか|フェイント|はかいこうせん|さわぐ|りんしょう|いびき|バトンタッチ|いたみわけ|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|タネばくだん|くさわけ|エナジーボール|くさむすび|にほんばれ|ひやみず|あまごい|エレキネット|とんぼがえり|アクロバット|いわなだれ|がんせきふうじ|うちおとす|ダストシュート|じしん|じならし|きあいパンチ|インファイト|ばかぢから|ドレインパンチ|かわらわり|はやてがえし|ローキック|きしかいせい|ちきゅうなげ|カウンター|けたぐり|きあいだま|しんくうは|コーチング|ファストガード|ビルドアップ|ねむる|シャドーボール|のろい|はたきおとす|ぶんまわす|ダメおし|どろぼう|しっぺがえし|なげつける|ふくろだたき|ちょうはつ|アイアンテール|アイアンヘッド|ジャイロボール"
"p0778","0778","778","ミミッキュ","ばけのかわ","55","90","80","50","105","96","false","","","","","","","","","","ゴースト|フェアリー","ギガインパクト|からげんき|はかいこうせん|りんしょう|いびき|まねっこ|じこあんじ|いたみわけ|しんぴのまもり|ねごと|こらえる|まもる|みがわり|かげぶんしん|いやなおと|つるぎのまい|ウッドハンマー|くさわけ|ギガドレイン|しっとのほのお|おにび|にほんばれ|あまごい|かみなり|10まんボルト|でんじは|シザークロス|きゅうけつ|とびつく|ドレインパンチ|ビルドアップ|サイコキネシス|マジックルーム|トリックルーム|トリック|ねむる|ひかりのかべ|ゴーストダイブ|シャドークロー|かげうち|シャドーボール|たたりめ|ナイトヘッド|みちづれ|うらみ|のろい|あやしいひかり|つじぎり|どろぼう|しっぺがえし|なげつける|ふくろだたき|あくのはどう|ちょうはつ|じゃれつく|マジカルシャイン|ドレインキッス|つぶらなひとみ|ミストフィールド|あまえる"
"p0780","0780","780","ジジーロン","ぎゃくじょう|そうしょく|ノーてんき","78","60","85","135","91","36","false","","","","","","","","","","ノーマル|ドラゴン","ギガインパクト|のしかかり|からげんき|はかいこうせん|ハイパーボイス|さわぐ|トライアタック|りんしょう|いびき|くすぐる|てだすけ|しんぴのまもり|ねごと|メロメロ|こらえる|まもる|みがわり|へびにらみ|ふきとばし|ソーラービーム|エナジーボール|くさむすび|だいもんじ|ねっぷう|かえんほうしゃ|にほんばれ|ハイドロポンプ|なみのり|あまごい|かみなり|10まんボルト|でんじは|そらをとぶ|ぼうふう|はねやすめ|いわなだれ|じしん|じだんだ|じならし|だいちのちから|ふぶき|れいとうビーム|こごえるかぜ|ばかぢから|きあいだま|じんつうりき|めいそう|ねむる|ドわすれ|ひかりのかべ|シャドークロー|シャドーボール|げきりん|ドラゴンダイブ|ドラゴンクロー|ワイドブレイカー|スケイルショット|りゅうせいぐん|りゅうのはどう|ドラゴンエール|りゅうのまい|うっぷんばらし|なげつける|バークアウト|はがねのつばさ|じゃれつく"
"p0780-2","0780-M","780","メガジジーロン","ぎゃくじょう","78","85","110","160","116","36","false","","","","","","","","","","ノーマル|ドラゴン","ギガインパクト|のしかかり|からげんき|はかいこうせん|ハイパーボイス|さわぐ|トライアタック|りんしょう|いびき|くすぐる|てだすけ|しんぴのまもり|ねごと|メロメロ|こらえる|まもる|みがわり|へびにらみ|ふきとばし|ソーラービーム|エナジーボール|くさむすび|だいもんじ|ねっぷう|かえんほうしゃ|にほんばれ|ハイドロポンプ|なみのり|あまごい|かみなり|10まんボルト|でんじは|そらをとぶ|ぼうふう|はねやすめ|いわなだれ|じしん|じだんだ|じならし|だいちのちから|ふぶき|れいとうビーム|こごえるかぜ|ばかぢから|きあいだま|じんつうりき|めいそう|ねむる|ドわすれ|ひかりのかべ|シャドークロー|シャドーボール|げきりん|ドラゴンダイブ|ドラゴンクロー|ワイドブレイカー|スケイルショット|りゅうせいぐん|りゅうのはどう|ドラゴンエール|りゅうのまい|うっぷんばらし|なげつける|バークアウト|はがねのつばさ|じゃれつく"
"p0784","0784","784","ジャラランガ","ぼうだん|ぼうおん|ぼうじん","75","110","125","100","105","85","false","","","","","","","","","","ドラゴン|かくとう","ギガインパクト|すてみタックル|メガトンキック|のしかかり|からげんき|がむしゃら|はかいこうせん|ばくおんぱ|ハイパーボイス|さわぐ|りんしょう|いびき|おたけび|てだすけ|ねごと|メロメロ|こらえる|はらだいこ|こわいかお|まもる|みがわり|いやなおと|ほえる|つるぎのまい|ほのおのパンチ|かえんほうしゃ|にほんばれ|あまごい|かみなりパンチ|シザークロス|つばめがえし|いわなだれ|がんせきふうじ|ステルスロック|すなあらし|どくづき|じしん|じだんだ|じならし|れいとうパンチ|きあいパンチ|インファイト|ばかぢから|ボディプレス|ドレインパンチ|かわらわり|はやてがえし|きしかいせい|カウンター|けたぐり|きあいだま|はどうだん|しんくうは|コーチング|ビルドアップ|ねむる|シャドークロー|げきりん|ドラゴンクロー|ワイドブレイカー|ドラゴンテール|スケイルショット|りゅうせいぐん|スケイルノイズ|りゅうのはどう|ドラゴンエール|ソウルビート|りゅうのまい|じごくづき|ぶんまわす|しっぺがえし|なげつける|ちょうはつ|アイアンテール|アイアンヘッド|ラスターカノン|てっぺき|きんぞくおん"
"p0823","0823","823","アーマーガア","プレッシャー|きんちょうかん|ミラーアーマー","98","87","105","53","85","67","false","","","","","","","","","","ひこう|はがね","ギガインパクト|すてみタックル|のしかかり|からげんき|はかいこうせん|りんしょう|いびき|ねごと|いばる|こらえる|こわいかお|まもる|みがわり|きあいだめ|いやなおと|にほんばれ|あまごい|とんぼがえり|ゴッドバード|ブレイブバード|そらをとぶ|ドリルくちばし|ついばむ|つばめがえし|ダブルウイング|ぼうふう|エアスラッシュ|エアカッター|きりばらい|おいかぜ|はねやすめ|フェザーダンス|ボディプレス|きしかいせい|ビルドアップ|ねむる|リフレクター|ひかりのかべ|こうそくいどう|うらみ|のろい|ダメおし|どろぼう|しっぺがえし|つけあがる|わるだくみ|うそなき|ちょうはつ|アイアンヘッド|はがねのつばさ|ヘビーボンバー|てっていこうせん|ラスターカノン|てっぺき|きんぞくおん"
"p0841","0841","841","アップリュー","じゅくせい|くいしんぼう|はりきり","70","110","80","95","60","70","false","","","","","","","","","","くさ|ドラゴン","ギガインパクト|からげんき|がむしゃら|はかいこうせん|りんしょう|いびき|リサイクル|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|Gのちから|タネばくだん|グラススライダー|くさわけ|タネマシンガン|リーフストーム|ソーラービーム|エナジーボール|ギガドレイン|くさむすび|グラスフィールド|せいちょう|やどりぎのタネ|にほんばれ|とんぼがえり|とびつく|そらをとぶ|つばめがえし|アクロバット|ダブルウイング|エアスラッシュ|アシッドボム|ねむる|げきりん|ドラゴンダイブ|りゅうせいぐん|りゅうのはどう|りゅうのまい|ふいうち|ヘビーボンバー|てっぺき"
"p0842","0842","842","タルップル","じゅくせい|くいしんぼう|あついしぼう","110","85","80","100","80","30","false","","","","","","","","","","くさ|ドラゴン","ギガインパクト|のしかかり|からげんき|はかいこうせん|りんしょう|いびき|リサイクル|てだすけ|あまいかおり|ねごと|こらえる|まもる|みがわり|じこさいせい|タネばくだん|グラススライダー|くさわけ|タネマシンガン|リーフストーム|ソーラービーム|りんごさん|エナジーボール|ギガドレイン|くさむすび|グラスフィールド|せいちょう|やどりぎのタネ|にほんばれ|あまごい|とびつく|じしん|10まんばりき|じだんだ|じならし|ばかぢから|ボディプレス|しねんのずつき|ねむる|ドわすれ|リフレクター|ひかりのかべ|のろい|げきりん|ドラゴンテール|りゅうせいぐん|りゅうのはどう|ふいうち|アイアンヘッド|ヘビーボンバー|ジャイロボール|てっぺき"
"p0844","0844","844","サダイジャ","すなはき|だっぴ|すながくれ","72","107","125","65","70","71","false","","","","","","","","","","じめん","ギガインパクト|とっておき|のしかかり|からげんき|まきつく|がむしゃら|はかいこうせん|りんしょう|いびき|ねごと|こらえる|こわいかお|まもる|みがわり|へびにらみ|ちいさくなる|いやなおと|ほのおのキバ|かみなりのキバ|はいよるいちげき|ぼうふう|ストーンエッジ|いわなだれ|がんせきふうじ|ロックブラスト|ステルスロック|すなあらし|ゲップ|とぐろをまく|じしん|10まんばりき|ドリルライナー|あなをほる|じならし|すなじごく|だいちのちから|ねっさのだいち|マッドショット|どろかけ|ボディプレス|しねんのずつき|ねむる|げきりん|ドラゴンダイブ|スケイルショット|ぶんまわす|アイアンヘッド|てっぺき"
"p0855","0855","855","ポットデス","くだけるよろい|のろわれボディ","60","65","65","134","114","70","false","","","","","","","","","","ゴースト","じばく|ギガインパクト|からげんき|はかいこうせん|りんしょう|いびき|おちゃかい|からをやぶる|あまいかおり|バトンタッチ|いたみわけ|ねごと|こらえる|まもる|みがわり|ギガドレイン|ちからをすいとる|おにび|サイコキネシス|サイコショック|アシストパワー|サイドチェンジ|ワンダールーム|トリックルーム|めいそう|ふういん|スキルスワップ|トリック|ねむる|リフレクター|ひかりのかべ|ポルターガイスト|ゴーストダイブ|シャドーボール|たたりめ|ナイトヘッド|うらみ|のろい|あやしいひかり|イカサマ|ふいうち|しっぺがえし|あくのはどう|わるだくみ|おきみやげ|アロマミスト"
"p0858","0858","858","ブリムオン","いやしのこころ|きけんよち|マジックミラー","57","90","95","136","103","29","false","","","","","","","","","","エスパー|フェアリー","ギガインパクト|からげんき|はかいこうせん|りんしょう|いびき|おさきにどうぞ|てだすけ|じこあんじ|バトンタッチ|いたみわけ|しんぴのまもり|ねごと|こらえる|まもる|みがわり|つるぎのまい|パワーウィップ|ギガドレイン|マジカルフレイム|いのちのしずく|ほっぺすりすり|でんじは|サイコカッター|みらいよち|サイコキネシス|ワイドフォース|サイコショック|サイコノイズ|アシストパワー|まほうのこな|サイコフィールド|いやしのはどう|マジックルーム|ワンダールーム|トリックルーム|ガードスワップ|パワースワップ|いやしのねがい|じゅうりょく|めいそう|ふういん|スキルスワップ|トリック|ねむる|リフレクター|ひかりのかべ|こうそくいどう|シャドークロー|シャドーボール|ぶんまわす|あくのはどう|さきおくり|じゃれつく|ミストバースト|マジカルシャイン|ドレインキッス|アロマミスト|ミストフィールド|あまえる"
"p0866","0866","866","バリコオル","ちどりあし|バリアフリー|アイスボディ","80","85","75","110","100","70","false","","","","","","","","","","こおり|エスパー","ギガインパクト|メガトンキック|のしかかり|からげんき|こうそくスピン|ねこだまし|はかいこうせん|さわぐ|りんしょう|いびき|おさきにどうぞ|まねっこ|とおせんぼう|くすぐる|なまける|フラフラダンス|リサイクル|てだすけ|アンコール|バトンタッチ|しんぴのまもり|ねごと|メロメロ|いばる|こらえる|まもる|みがわり|いやなおと|ソーラービーム|エナジーボール|くさむすび|にほんばれ|ひやみず|あまごい|かみなり|10まんボルト|でんじは|じだんだ|アイススピナー|れいとうパンチ|ゆきなだれ|こおりのつぶて|つららばり|トリプルアクセル|ふぶき|れいとうビーム|フリーズドライ|こおりのいぶき|こごえるかぜ|ぜったいれいど|ゆきげしき|くろいきり|ドレインパンチ|かわらわり|きあいだま|しねんのずつき|みらいよち|サイコキネシス|ワイドフォース|サイコショック|アシストパワー|ミラーコート|サイコフィールド|サイドチェンジ|マジックルーム|ワンダールーム|パワーシェア|トリックルーム|ガードスワップ|パワースワップ|めいそう|スキルスワップ|なりきり|トリック|ねむる|リフレクター|ひかりのかべ|さいみんじゅつ|シャドーボール|あやしいひかり|イカサマ|ふいうち|どろぼう|しっぺがえし|なげつける|わるだくみ|うそなき|ちょうはつ|いちゃもん|てっぺき|マジカルシャイン|ミストフィールド|あまえる"
"p0867","0867","867","デスバーン","さまようたましい","58","95","145","50","105","30","false","","","","","","","","","","じめん|ゴースト","じばく|ギガインパクト|からげんき|はかいこうせん|りんしょう|いびき|しんぴのまもり|ねごと|メロメロ|くろいまなざし|こらえる|こわいかお|まもる|みがわり|かなしばり|エナジーボール|ギガドレイン|くさむすび|おにび|あまごい|ストーンエッジ|いわなだれ|がんせきふうじ|ロックブラスト|ステルスロック|すなあらし|どくびし|じしん|じならし|すなじごく|だいちのちから|くろいきり|ボディプレス|しねんのずつき|サイコキネシス|サイコショック|サイドチェンジ|ワンダールーム|パワーシェア|ガードシェア|トリックルーム|ガードスワップ|パワースワップ|めいそう|ふういん|スキルスワップ|トリック|ねむる|ドわすれ|ポルターガイスト|ゴーストダイブ|シャドークロー|シャドーパンチ|シャドーボール|たたりめ|ナイトヘッド|みちづれ|のろい|あやしいひかり|りゅうのはどう|ぶんまわす|どろぼう|しっぺがえし|あくのはどう|わるだくみ|うそなき|ちょうはつ|おきみやげ|てっぺき"
"p0869","0869","869","マホイップ","スイートベール|アロマベール","65","60","75","110","121","64","false","","","","","","","","","","フェアリー","ギガインパクト|とっておき|からげんき|がむしゃら|はかいこうせん|トライアタック|りんしょう|いびき|なかまづくり|てだすけ|じこあんじ|あまいかおり|アンコール|いたみわけ|しんぴのまもり|ねごと|メロメロ|こらえる|まもる|みがわり|じこさいせい|ソーラービーム|エナジーボール|ギガドレイン|マジカルフレイム|とける|ドレインパンチ|サイコキネシス|サイコショック|アシストパワー|マジックルーム|ワンダールーム|めいそう|ふういん|ねむる|ひかりのかべ|なげつける|うそなき|じゃれつく|ミストバースト|みわくのボイス|マジカルシャイン|ドレインキッス|デコレーション|つぶらなひとみ|アロマミスト|ミストフィールド|あまえる|てんしのキッス"
"p0877","0877","877","モルペコ","はらぺこスイッチ","58","95","58","70","58","97","false","","","","","","","","","","でんき|あく","すてみタックル|あばれる|からげんき|こうそくスピン|ねこだまし|でんこうせっか|がむしゃら|いかりのまえば|さわぐ|りんしょう|いびき|くすぐる|バトンタッチ|ねごと|いばる|こらえる|こわいかお|まもる|みがわり|タネばくだん|タネマシンガン|ほのおのキバ|オーラぐるま|ワイルドボルト|かみなりパンチ|かみなりのキバ|かみなり|10まんボルト|ライジングボルト|ボルトチェンジ|エレキネット|チャージビーム|エレキボール|エレキフィールド|かいでんぱ|じゅうでん|でんじは|じだんだ|こおりのキバ|かわらわり|きしかいせい|サイコファング|ねむる|こうそくいどう|うらみ|げきりん|イカサマ|かみくだく|うっぷんばらし|はたきおとす|ダメおし|どろぼう|かみつく|しっぺがえし|つけあがる|なげつける|あくのはどう|バークアウト|すてゼリフ|さきおくり|わるだくみ|うそなき|ちょうはつ|おだてる|いちゃもん"
"p0887","0887","887","ドラパルト","クリアボディ|すりぬけ|のろわれボディ","88","120","75","100","75","142","false","","","","","","","","","","ドラゴン|ゴースト","ギガインパクト|とっておき|すてみタックル|のしかかり|からげんき|でんこうせっか|ダブルアタック|はかいこうせん|トライアタック|りんしょう|いびき|てだすけ|バトンタッチ|ねごと|こらえる|ロックオン|まもる|みがわり|かげぶんしん|かなしばり|ソーラービーム|だいもんじ|かえんほうしゃ|おにび|にほんばれ|ダイビング|ハイドロポンプ|なみのり|かみなり|10まんボルト|でんじは|とんぼがえり|とびつく|まとわりつく|そらをとぶ|アクロバット|サイコファング|ねむる|リフレクター|ひかりのかべ|こうそくいどう|ゴーストダイブ|シャドーボール|たたりめ|ナイトヘッド|のろい|あやしいひかり|げきりん|ドラゴンダイブ|ドラゴンクロー|ワイドブレイカー|ドラゴンテール|ドラゴンアロー|りゅうせいぐん|りゅうのはどう|ドラゴンエール|りゅうのまい|ふいうち|ダメおし|どろぼう|かみつく|ふくろだたき|はがねのつばさ"
"p0899","0899","899","アヤシシ","いかく|おみとおし|そうしょく","103","105","72","105","75","65","false","","","","","","","","","","ノーマル|エスパー","ギガインパクト|すてみタックル|あばれる|のしかかり|からげんき|はかいこうせん|さわぐ|てだすけ|じこあんじ|ねごと|こらえる|こわいかお|まもる|みがわり|かなしばり|ほえる|くさわけ|ソーラービーム|エナジーボール|にほんばれ|あまごい|ワイルドボルト|かみなり|10まんボルト|チャージビーム|でんじは|メガホーン|とびかかる|じしん|10まんばりき|あなをほる|じならし|だいちのちから|バリアーラッシュ|しねんのずつき|みらいよち|サイコキネシス|ワイドフォース|サイコショック|じんつうりき|サイコノイズ|アシストパワー|トリックルーム|じゅうりょく|めいそう|ふういん|スキルスワップ|なりきり|トリック|ねむる|リフレクター|ひかりのかべ|こうそくいどう|さいみんじゅつ|シャドーボール|うらみ|のろい|あやしいひかり|じごくづき|どろぼう|かみつく"
"p0900","0900","900","バサギリ","むしのしらせ|ちからずく|きれあじ","70","135","95","45","70","85","false","","","","","","","","","","むし|いわ","ギガインパクト|すてみタックル|からげんき|でんこうせっか|ダブルアタック|フェイント|はかいこうせん|てだすけ|バトンタッチ|ねごと|こらえる|こわいかお|まもる|みがわり|きあいだめ|かげぶんしん|つるぎのまい|くさわけ|にほんばれ|あまごい|とびかかる|シザークロス|はいよるいちげき|とんぼがえり|むしくい|とびつく|むしのさざめき|むしのていこう|つばめがえし|アクロバット|ダブルウイング|エアスラッシュ|エアカッター|きりばらい|おいかぜ|ストーンエッジ|いわなだれ|がんせきアックス|がんせきふうじ|うちおとす|ロックブラスト|げんしのちから|ステルスロック|すなあらし|インファイト|かわらわり|きしかいせい|カウンター|しんくうは|ファストガード|ねむる|ひかりのかべ|こうそくいどう|つじぎり|ぶんまわす|どろぼう"
"p0902-2","0902-2","902","イダイトウ♀","すいすい|てきおうりょく|かたやぶり","120","92","65","100","75","78","false","","","","","","","","","","みず|ゴースト","ギガインパクト|すてみタックル|あばれる|からげんき|がむしゃら|じたばた|はかいこうせん|さわぐ|いたみわけ|ねごと|こらえる|こわいかお|まもる|みがわり|ウェーブタックル|アクアブレイク|たきのぼり|クイックターン|アクアジェット|ハイドロポンプ|だくりゅう|なみのり|みずのはどう|ひやみず|うずしお|みずびたし|あまごい|もろはのずつき|マッドショット|こおりのキバ|ふぶき|れいとうビーム|こごえるかぜ|ゆきげしき|サイコファング|しねんのずつき|ねむる|こうそくいどう|ゴーストダイブ|おはかまいり|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|げきりん|スケイルショット|かみくだく|かみつく"
"p0902","0902","902","イダイトウ♂","すいすい|てきおうりょく|かたやぶり","120","112","65","80","75","78","false","","","","","","","","","","みず|ゴースト","ギガインパクト|すてみタックル|あばれる|からげんき|がむしゃら|じたばた|はかいこうせん|さわぐ|いたみわけ|ねごと|こらえる|こわいかお|まもる|みがわり|ウェーブタックル|アクアブレイク|たきのぼり|クイックターン|アクアジェット|ハイドロポンプ|だくりゅう|なみのり|みずのはどう|ひやみず|うずしお|みずびたし|あまごい|もろはのずつき|マッドショット|こおりのキバ|ふぶき|れいとうビーム|こごえるかぜ|ゆきげしき|サイコファング|しねんのずつき|ねむる|こうそくいどう|ゴーストダイブ|おはかまいり|シャドーボール|たたりめ|ナイトヘッド|うらみ|あやしいひかり|げきりん|スケイルショット|かみくだく|かみつく"
"p0903","0903","903","オオニューラ","プレッシャー|かるわざ|どくしゅ","80","130","60","40","80","120","false","","","","","","","","","","かくとう|どく","ギガインパクト|からげんき|ねこだまし|でんこうせっか|ダブルアタック|フェイント|はかいこうせん|ねごと|こらえる|まもる|みがわり|いやなおと|つるぎのまい|くさわけ|くさむすび|ほのおのパンチ|にほんばれ|あまごい|シザークロス|とんぼがえり|つばめがえし|アクロバット|いわなだれ|がんせきふうじ|ダストシュート|フェイタルクロー|どくづき|ヘドロウェーブ|ヘドロばくだん|ベノムショック|アシッドボム|どくびし|どくどく|あなをほる|きあいパンチ|インファイト|かわらわり|はやてがえし|ローキック|きしかいせい|カウンター|けたぐり|きあいだま|しんくうは|コーチング|ファストガード|ビルドアップ|めいそう|ねむる|こうそくいどう|シャドークロー|シャドーボール|うらみ|じごくづき|うっぷんばらし|つじぎり|どろぼう|なげつける|わるだくみ|すりかえ|ちょうはつ"
"p0908","0908","908","マスカーニャ","しんりょく|へんげんじざい","76","110","70","81","70","123","false","","","","","","","","","","くさ|あく","ギガインパクト|からげんき|でんこうせっか|はかいこうせん|まねっこ|てだすけ|じこあんじ|ねごと|こらえる|まもる|みがわり|かげぶんしん|はなふぶき|タネばくだん|トリックフラワー|グラススライダー|くさわけ|タネマシンガン|ハードプラント|リーフストーム|ソーラービーム|エナジーボール|ギガドレイン|くさむすび|グラスフィールド|なやみのタネ|やどりぎのタネ|ひやみず|かみなりパンチ|とんぼがえり|かふんだんご|つばめがえし|アクロバット|パワージェム|どくびし|どろかけ|まきびし|トリプルアクセル|かわらわり|ローキック|けたぐり|はどうだん|サイドチェンジ|トリックルーム|スキルスワップ|トリック|ねむる|こうそくいどう|シャドークロー|シャドーボール|イカサマ|じごくづき|うっぷんばらし|つじぎり|ふいうち|はたきおとす|どろぼう|かみつく|なげつける|あくのはどう|わるだくみ|うそなき|ちょうはつ|じゃれつく|あまえる"
"p0911","0911","911","ラウドボーン","もうか|てんねん","104","75","100","110","75","66","false","","","","","","","","","","ほのお|ゴースト","ギガインパクト|のしかかり|からげんき|はかいこうせん|ハイパーボイス|りんしょう|なまける|あくび|てだすけ|アンコール|ねごと|こらえる|こわいかお|まもる|みがわり|うたう|ほえる|タネばくだん|ソーラービーム|フレアドライブ|やけっぱち|ほのおのキバ|ニトロチャージ|ヒートスタンプ|ブラストバーン|もえつきる|オーバーヒート|だいもんじ|ねっぷう|かえんほうしゃ|フレアソング|ほのおのうず|おにび|にほんばれ|かみなりのキバ|ゲップ|じしん|あなをほる|じだんだ|だいちのちから|ねっさのだいち|どろかけ|しねんのずつき|ふういん|ねむる|ポルターガイスト|シャドークロー|シャドーボール|たたりめ|ナイトヘッド|のろい|げきりん|かみくだく|かみつく|バークアウト|みわくのボイス"
"p0914","0914","914","ウェーニバル","げきりゅう|じしんかじょう","85","120","80","85","75","85","false","","","","","","","","","","みず|かくとう","ギガインパクト|とっておき|メガトンキック|からげんき|こうそくスピン|ダブルアタック|がむしゃら|はかいこうせん|てだすけ|じこあんじ|アンコール|バトンタッチ|ねごと|こらえる|まもる|みがわり|きあいだめ|つるぎのまい|ウェーブタックル|アクアブレイク|アクアステップ|アクアカッター|クイックターン|アクアジェット|ハイドロカノン|ハイドロポンプ|なみのり|みずのはどう|ひやみず|うずしお|あまごい|とんぼがえり|ブレイブバード|つばめがえし|アクロバット|ぼうふう|エアスラッシュ|エアカッター|はねやすめ|フェザーダンス|アイススピナー|トリプルアクセル|こごえるかぜ|インファイト|かわらわり|はやてがえし|ローキック|きしかいせい|カウンター|けたぐり|コーチング|ビルドアップ|みきり|ねむる|こうそくいどう|はたきおとす|なげつける|ちょうはつ|ミストフィールド"
"p0925","0925","925","イッカネズミ","フレンドガード|ほおぶくろ|テクニシャン","74","75","70","65","75","111","false","","","","","","","","","","ノーマル","ギガインパクト|すてみタックル|からげんき|ダブルアタック|フェイント|ネズミざん|いかりのまえば|はかいこうせん|ハイパーボイス|おかたづけ|おさきにどうぞ|まねっこ|くすぐる|てだすけ|このゆびとまれ|アンコール|バトンタッチ|ねごと|こらえる|まもる|みがわり|タネばくだん|くさわけ|タネマシンガン|くさむすび|にほんばれ|みずのはどう|ひやみず|あまごい|でんじは|とんぼがえり|つばめがえし|あなをほる|マッドショット|どろかけ|ローキック|けたぐり|ねむる|こうそくいどう|シャドークロー|かみくだく|どろぼう|かみつく|ふくろだたき|すりかえ|うそなき|ちょうはつ|じゃれつく|つぶらなひとみ|あまえる"
